		sentence_1	sentence_2	marker
2	18970	I had barely spoken to him .	It felt fundamentally wrong to leave him when he was hurting like that .	but
4	10907	He was very shy .	He was served by ruby as he thought she was very beautiful with her fuzzy black hair and beautiful smile .	when
0	132193	Remembering to keep her shoulders rounded and her head down , she scurried over wiped the remaining porridge off with her fingers .	Jammed the bowl and spoon into the greasy , lukewarm water in the big metal pot .	and
2	46608	Thank you for the offer .	This is a private matter .	but
3	41299	He would destroy it .	He knew it held the secrets to his defeat .	if
4	64860	That last step off the edgeand theres no going backthats .	You finally got what it takes to finish a job like this .	when
0	119807	Joe cleared his throat .	Said , we did exactly as you ordered and we had him until until what .	and
0	151881	She must have sensed the change in his mood .	Offered one more playful quip .	and
0	75743	Before the words could soak into her thoughts , he spun .	Started to leave the room .	and
2	94636	The wind was light .	It held a strong promise of frost before morning .	but
0	1488	Lightly tossing it in front of me .	Punting it a good thirty yards with my left foot .	and
2	31274	He winced at the word son .	Decided to let it slide .	but
0	64006	Choo-choo charlie was a tried and true conductor seemed ready for a new challenge .	He thought charlie would balk at the question , but .	and
0	28116	He gave a sigh .	Lifted his eyes to the sky .	and
0	15408	The light could only be susan wielding amoracchius .	Veiled behind the leanansidhe 's handiwork .	and
0	78014	Blood dripped from bercelak 's snout .	One side of ghleanna 's jaw was swollen .	and
0	63871	Woodpecker wound up his big ostrich country affairs .	Set himself on a trip to white eagle country .	and
0	16545	Mike puts the laptop in hibernate mode .	Hurries out and down the hall to david 's apartment .	and
0	68593	Jeffrey wrinkled his brow .	Lifted one of them slightly squinting as if he were trying to concentrate on something .	and
3	115376	It would be a bad thing .	The herd were to arrive tomorrow .	if
0	33473	The baby was a surprise .	Although sarafine spent hours staring at her daughter 's delicate face , the child was a mixed blessing .	and
4	135872	The small sound signified anxiety .	It was really arousal .	when
2	14121	Because i was pretty sure i was stil in love with him , and i thought he might feel something similar for me , and .	There was no way we could work together preventing the monster apocalypse/world war i i without that becoming an issue .	but
2	145580	Sitting on stools in a cramped tea tent was hardly the lap of luxury in isabella 's opinion .	Beth had grown up in poverty .	but
2	38892	Well , hes been here longer .	I only joined him a week .	but
2	147058	The door swung open .	Daisy stood her ground and listened as jericho 's deep voice rumbled out .	but
0	93457	His hands released their hold on my back , gripping each prominent bone with urgency .	Slid into position over my hips .	and
4	90247	Im already imperiled , the hunter said .	Troll spoke his concern .	when
4	114684	Summer saw walter 's car .	They pulled into the driveway .	when
4	119574	I 'll be in touch . '' .	I get my life figured out .	when
0	106334	A horrid , bumbling sound came from the demon 's throat .	He gave a sudden shudder .	and
0	61998	Chapter ten the crowd started to break .	We all walked back to edwinstowe .	and
0	22774	He simply dropped his good left hand on patrick 's shoulder .	Told him to put the door behind susannah 's little electric golf-cart , which she had taken to calling ho fat iii .	and
2	84550	Jake 's body would always turn her on .	It was this mental connection , this ability to fire up each other 's curiosity that would make him hard to leave .	but
0	43159	Sparhawk recognized the passage she was quoting .	It seemed wildly inappropriate .	and
0	50632	`` i 'm sure he 's fine , '' kylie offered .	Leaned into a dining chair .	and
0	17307	The egyptians knew it , the indians knew it , the greeks and romans knew it .	Oh yes , the babylonians knew it .	and
1	149263	Closed over the keyboard and her lips parted .	She suddenly needed more air .	because
2	126450	I had extra power .	I was unsure of where it came from or how long it would last .	but
0	160024	Pandora and marlon closed their mouths .	Simply looked at each other , no doubt carrying the conversation on inside their heads .	and
4	93700	He slithered the knife over against the side of the case and used it as a wedge to keep the bomb up off the bottom of the case .	The bomb was raised to barely half an inch .	when
0	79393	Until you came along , he had to handle all the analyses and interpretations in-house .	There were a lot of mistakes made .	and
0	120321	Before he even realized the meaning of those words , he heard a loud crack .	Suddenly the world vanished as his eyes began to burn .	and
3	6299	I promise an evening with the new miss starlit at eleven oclock until sunrise tomorrow morning in her private hotel room .	You win my silly little game .	if
3	14391	Then i can hardly wait to have you in all your glory .	That was you as only half a man , king sholto .	if
2	100354	They came to me about the horse .	I refused to render a judgment because it kept them focused on the horse .	but
0	120986	To touch that bronzed skin .	Slide her hand up the hard ridges of his stomach to caress his chest .	and
4	129182	She would know someone had siphoned some of her blood , but daisy would be long gone by .	Tina woke that night .	when
3	20151	And , she forced them out and made her mind work through the plot of her story instead of fantasizing about being with victor .	Victor 's kisses , or some of the ways he 'd touched her last night slipped into her mind .	if
0	54805	You need the blood of an undead .	We need the ring .	and
0	16256	It did not , and soon he found himself staring at the thing .	He could not go back to sleep .	and
0	27790	Roland reached up with his good left hand pulled .	Slipped his fingers between the horizontal slats of the ventilator grille closest to the hatchway through which jake had been taken .	and
2	96409	There was one last intersecting hallway that ran from the front to the back of the building .	I spotted a door on the right past the perpendicular passage with a bright , beautiful sign above it that read exit .	but
0	22997	It was the blood the ripped clothes that initially threw me off , making it difficult to identify them ; but .	Once we were within twenty feet of the gate , the images hit me like a ton of bricks .	and
